date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:17:23	1584/1584	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:36%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi10_akihiro_yoshida-min_compact.jpg?v=1472008301	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi10_akihiro_yoshida-min_compact9c67.jpg	(from https://ap-cogen.myshopify.com/products/lg-lfd850-ipod-cradle)
11:17:23	9791/9791	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:37%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/56295b4516114-min_bf474598-5885-4e52-a4f6-e31094669a0f_1024x1024.jpg?v=1472008382	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/56295b4516114-min_bf474598-5885-4e52-a4f6-e31094669a0f_1024x1024de52.jpg	(from https://ap-cogen.myshopify.com/products/lg-lfd850-ipod-cradle)
11:17:24	1535/1535	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:38%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/56295b4516114-min_bf474598-5885-4e52-a4f6-e31094669a0f_compact.jpg?v=1472008382	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/56295b4516114-min_bf474598-5885-4e52-a4f6-e31094669a0f_compactde52.jpg	(from https://ap-cogen.myshopify.com/products/lg-lfd850-ipod-cradle)
11:17:25	840/840	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:21:38%20GMT	http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/lg-lfd850-ipod-cradle&media=//cdn.shopify.com/s/files/1/1413/8964/products/pf3-min_9590f4e7-2990-4e59-b057-4ca435e0da84_large.jpg?v=1472008257	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/indexddbf.html	(from https://ap-cogen.myshopify.com/products/lg-lfd850-ipod-cradle)
11:17:25	747/747	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:21:39%20GMT	https://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/aenean-consequat-sagittis%26media=//cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_large.jpg?v=1472006928	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/indexbd78.html	(from http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/aenean-consequat-sagittis&media=//cdn.shopify.com/s/files/1/1413/8964/products/pf1-min_large.jpg?v=1472006928)
11:17:25	822/822	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:21:39%20GMT	https://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo%26media=//cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_large.jpg?v=1472007805	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/index2bea.html	(from http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/bibendum-egestas-bibendum-lorem-commodo&media=//cdn.shopify.com/s/files/1/1413/8964/products/50eb8f24983235-min_large.jpg?v=1472007805)
11:17:25	783/783	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:21:39%20GMT	https://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/consequat-sagittis-lacinia%26media=//cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_large.jpg?v=1472007811	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/index6498.html	(from http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/consequat-sagittis-lacinia&media=//cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_large.jpg?v=1472007811)
11:17:26	783/783	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:21:39%20GMT	https://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter%26media=//cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_large.jpg?v=1472007813	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/index0d9e.html	(from http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/curabitur-porta-aliquetnter&media=//cdn.shopify.com/s/files/1/1413/8964/products/56295b52b351f-min_large.jpg?v=1472007813)
11:17:26	960/960	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:21:40%20GMT	https://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/canon-eos-40d-10-1mp-slr-camera%26media=//cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_380a390e-9095-463c-857a-83cd68ce2f41_large.jpg?v=1472008239	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/indexf86e.html	(from http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/canon-eos-40d-10-1mp-slr-camera&media=//cdn.shopify.com/s/files/1/1413/8964/products/Zuo_Era_plymouth_ceiling_lamp_1-min_380a390e-9095-463c-857a-83cd68ce2f41_large.jpg?v=1472008239)
11:17:27	807/807	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:21:40%20GMT	https://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/egestas-bibendum-duiat-lorem-commodo%26media=//cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_large.jpg?v=1472008242	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/index7060.html	(from http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/egestas-bibendum-duiat-lorem-commodo&media=//cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_large.jpg?v=1472008242)
11:17:28	111076/111076	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:04884cb205f053fb2b73843415722c20	https://ap-cogen.myshopify.com/blogs/news/tagged/ap-cogen.myshopify.com	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/news/tagged/ap-cogen.myshopify.2fc.delayed	(from https://ap-cogen.myshopify.com/blogs/news/tagged/news)
11:17:29	13473/13473	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:2ec553562c2c2b45ed9223dbb4203ffb	https://ap-cogen.myshopify.com/blogs/news/tagged/news.atom	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/news/tagged/news.atom	(from https://ap-cogen.myshopify.com/blogs/news/tagged/news)
11:17:30	10823/10823	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:53335256ca1e59b24e87bde0190a9cd1	https://ap-cogen.myshopify.com/blogs/news/tagged/contact@yourcompany.com	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/blogs/news/tagged/contact@yourcompany.2fe.delayed	(from https://ap-cogen.myshopify.com/blogs/news/tagged/news)
11:17:33	7762/7762	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:46%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/norman-table-lamp-full-min_grande.jpg?v=1472008269	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/norman-table-lamp-full-min_grandebb70.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:33	11294/11294	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:47%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_ac774fc3-2315-416c-95a5-56d240cf0be7_grande.jpg?v=1472008315	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_ac774fc3-2315-416c-95a5-56d240cf0be7_grande6c5b.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:34	10652/10652	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:47%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi06_akihiro_yoshida-min_fab72cc6-0873-4555-9d6d-1a6a29f67de6_grande.jpg?v=1472008396	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi06_akihiro_yoshida-min_fab72cc6-0873-4555-9d6d-1a6a29f67de6_grande2909.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:36	169863/169863	---MCZ	200	added ('OK')	text/html	etag:cacheable:24d47f88cfbf29d62d14bbaa8a82f2d6	https://ap-cogen.myshopify.com/products/malesuada-bibendum-duiat	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/malesuada-bibendum-duiat.html	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:36	2329/2329	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:50%20GMT	https://cdn.shopify.com/s/files/1/1413/8964/products/norman-table-lamp-full-min_medium.jpg?v=1472008269	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/norman-table-lamp-full-min_mediumbb70.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:38	9721/9721	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:51%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/norman-table-lamp-full-min_1024x1024.jpg?v=1472008269	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/norman-table-lamp-full-min_1024x1024bb70.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:38	1262/1262	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:fb964a6e1f76b238b76007d04fd1b83f	https://ap-cogen.myshopify.com/products/malesuada-bibendum-duiat.oembed	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/malesuada-bibendum-duiat.oembed	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:38	1427/1427	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:52%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/norman-table-lamp-full-min_compact.jpg?v=1472008269	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/norman-table-lamp-full-min_compactbb70.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:39	14111/14111	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:53%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_ac774fc3-2315-416c-95a5-56d240cf0be7_1024x1024.jpg?v=1472008315	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_ac774fc3-2315-416c-95a5-56d240cf0be7_1024x10246c5b.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:39	1949/1949	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:53%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_ac774fc3-2315-416c-95a5-56d240cf0be7_compact.jpg?v=1472008315	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_ac774fc3-2315-416c-95a5-56d240cf0be7_compact6c5b.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:40	13463/13463	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:54%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi06_akihiro_yoshida-min_fab72cc6-0873-4555-9d6d-1a6a29f67de6_1024x1024.jpg?v=1472008396	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi06_akihiro_yoshida-min_fab72cc6-0873-4555-9d6d-1a6a29f67de6_1024x10242909.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:41	1916/1916	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:55%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi06_akihiro_yoshida-min_fab72cc6-0873-4555-9d6d-1a6a29f67de6_compact.jpg?v=1472008396	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/bi-color_washi06_akihiro_yoshida-min_fab72cc6-0873-4555-9d6d-1a6a29f67de6_compact2909.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:42	795/795	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:21:56%20GMT	http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/malesuada-bibendum-duiat&media=//cdn.shopify.com/s/files/1/1413/8964/products/norman-table-lamp-full-min_large.jpg?v=1472008269	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/index95dc.html	(from https://ap-cogen.myshopify.com/collections/featured/products/malesuada-bibendum-duiat)
11:17:42	11707/11707	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:56%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_2054d226-7500-4de8-8d95-da888d2c9e50_grande.jpg?v=1472008482	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_2054d226-7500-4de8-8d95-da888d2c9e50_grande21c7.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:43	11294/11294	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:57%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_c65bddd3-c1df-42ae-9084-06949b65fdb1_grande.jpg?v=1472008506	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_c65bddd3-c1df-42ae-9084-06949b65fdb1_grande2027.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:45	3251/3251	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:58%20GMT	https://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_2054d226-7500-4de8-8d95-da888d2c9e50_medium.jpg?v=1472008482	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_2054d226-7500-4de8-8d95-da888d2c9e50_medium21c7.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:45	24963/24963	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:21:57%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_798ad21c-9bce-445d-b5ba-3faeb99ede6f_grande.jpg?v=1472008522	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_798ad21c-9bce-445d-b5ba-3faeb99ede6f_grande886a.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:46	14582/14582	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:00%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_2054d226-7500-4de8-8d95-da888d2c9e50_1024x1024.jpg?v=1472008482	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_2054d226-7500-4de8-8d95-da888d2c9e50_1024x102421c7.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:46	1099/1099	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:a9cf080e17110fa3b8678f4fe761518a	https://ap-cogen.myshopify.com/products/metus-rutrum-egestas-commodo-lorem.oembed	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/metus-rutrum-egestas-commodo-lorem.oembed	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:47	1871/1871	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:01%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_2054d226-7500-4de8-8d95-da888d2c9e50_compact.jpg?v=1472008482	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_2054d226-7500-4de8-8d95-da888d2c9e50_compact21c7.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:47	14111/14111	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:01%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_c65bddd3-c1df-42ae-9084-06949b65fdb1_1024x1024.jpg?v=1472008506	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_c65bddd3-c1df-42ae-9084-06949b65fdb1_1024x10242027.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:48	1949/1949	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:02%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_c65bddd3-c1df-42ae-9084-06949b65fdb1_compact.jpg?v=1472008506	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/a911e6c05bcaf43420758e9b65eece0a-min_c65bddd3-c1df-42ae-9084-06949b65fdb1_compact2027.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:49	31644/31644	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:02%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_798ad21c-9bce-445d-b5ba-3faeb99ede6f_1024x1024.jpg?v=1472008522	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_798ad21c-9bce-445d-b5ba-3faeb99ede6f_1024x1024886a.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:49	2824/2824	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:03%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_798ad21c-9bce-445d-b5ba-3faeb99ede6f_compact.jpg?v=1472008522	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/Slash-Lamp-5-min_798ad21c-9bce-445d-b5ba-3faeb99ede6f_compact886a.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:50	957/957	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:22:03%20GMT	http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/metus-rutrum-egestas-commodo-lorem&media=//cdn.shopify.com/s/files/1/1413/8964/products/basket-lamp07_akihiro_yoshida-min_2054d226-7500-4de8-8d95-da888d2c9e50_large.jpg?v=1472008482	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/indexdf0b.html	(from https://ap-cogen.myshopify.com/collections/featured/products/metus-rutrum-egestas-commodo-lorem)
11:17:50	10793/10793	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:04%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/design-house-cord-lamp-mini-black-white-1-min_grande.jpg?v=1472008490	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/design-house-cord-lamp-mini-black-white-1-min_grande0cb1.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:52	33632/33632	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:04%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_c863a989-c38e-47f0-a4fa-b2345e59c489_grande.jpg?v=1472008513	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_c863a989-c38e-47f0-a4fa-b2345e59c489_grande152a.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:52	13219/13219	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:05%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/563425cec4248-min_b90d1172-2c61-4d0c-822a-023ed40a888f_grande.jpg?v=1472008535	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/563425cec4248-min_b90d1172-2c61-4d0c-822a-023ed40a888f_granded5b3.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:52	2434/2434	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:06%20GMT	https://cdn.shopify.com/s/files/1/1413/8964/products/design-house-cord-lamp-mini-black-white-1-min_medium.jpg?v=1472008490	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/design-house-cord-lamp-mini-black-white-1-min_medium0cb1.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:53	14756/14756	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:07%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/design-house-cord-lamp-mini-black-white-1-min_1024x1024.jpg?v=1472008490	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/design-house-cord-lamp-mini-black-white-1-min_1024x10240cb1.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:53	1248/1248	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:e911c27ad9365720964a273d8bfa589f	https://ap-cogen.myshopify.com/products/aenean-consequat-3.oembed	C:/Users/m.nageh/Desktop/Lamp/l/ap-cogen.myshopify.com/products/aenean-consequat-3.oembed	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:54	1423/1423	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:08%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/design-house-cord-lamp-mini-black-white-1-min_compact.jpg?v=1472008490	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/design-house-cord-lamp-mini-black-white-1-min_compact0cb1.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:56	43430/43430	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:09%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_c863a989-c38e-47f0-a4fa-b2345e59c489_1024x1024.jpg?v=1472008513	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_c863a989-c38e-47f0-a4fa-b2345e59c489_1024x1024152a.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:56	3420/3420	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:09%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_c863a989-c38e-47f0-a4fa-b2345e59c489_compact.jpg?v=1472008513	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/91e65624983235-min_c863a989-c38e-47f0-a4fa-b2345e59c489_compact152a.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:57	19787/19787	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:10%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/563425cec4248-min_b90d1172-2c61-4d0c-822a-023ed40a888f_1024x1024.jpg?v=1472008535	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/563425cec4248-min_b90d1172-2c61-4d0c-822a-023ed40a888f_1024x1024d5b3.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:57	1858/1858	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:10%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/563425cec4248-min_b90d1172-2c61-4d0c-822a-023ed40a888f_compact.jpg?v=1472008535	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/563425cec4248-min_b90d1172-2c61-4d0c-822a-023ed40a888f_compactd5b3.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:57	834/834	---M--	308	error ('Permanent%20Redirect')	text/html	date:Mon,%2018%20Feb%202019%2009:22:11%20GMT	http://pinterest.com/pin/create/button/?url=//ap-cogen.myshopify.com/products/aenean-consequat-3&media=//cdn.shopify.com/s/files/1/1413/8964/products/design-house-cord-lamp-mini-black-white-1-min_large.jpg?v=1472008490	C:/Users/m.nageh/Desktop/Lamp/l/pinterest.com/pin/create/button/index6904.html	(from https://ap-cogen.myshopify.com/collections/featured/products/aenean-consequat-3)
11:17:58	32398/32398	---M--	200	added ('OK')	image/jpeg	date:Mon,%2018%20Feb%202019%2009:22:11%20GMT	http://cdn.shopify.com/s/files/1/1413/8964/products/Concrete_clock_crafts_diy_11-min_bd56b693-05b5-4823-bbe8-f3485b61bfe5_grande.jpg?v=1472008499	C:/Users/m.nageh/Desktop/Lamp/l/cdn.shopify.com/s/files/1/1413/8964/products/Concrete_clock_crafts_diy_11-min_bd56b693-05b5-4823-bbe8-f3485b61bfe5_grandef639.jpg	(from https://ap-cogen.myshopify.com/collections/featured/products/commodo-habitasse-lacus)
